epoch_ms,acc_x,acc_y,acc_z,magnitude
1785956089578,0.02880859375,-0.00439453125,1.02392578125,1.0243403987382234
1785956089586,0.02880859375,-0.00537109375,1.03173828125,1.0321543802739142
1785956089597,0.02685546875,-0.0048828125,1.03173828125,1.0320992874023296
1785956089607,0.02978515625,-0.00439453125,1.03125,1.0316894057504633
1785956089617,0.03076171875,-0.0048828125,1.02880859375,1.0292799656906846
1785956089627,0.029296875,-0.0029296875,1.029296875,1.0297178967262728
1785956089636,0.02783203125,-0.0029296875,1.0341796875,1.0345582782375995
1785956089647,0.02880859375,-0.00146484375,1.0322265625,1.032629535298904
1785956089657,0.02880859375,-0.00244140625,1.0302734375,1.030679024505882
1785956089667,0.0302734375,-0.001953125,1.03271484375,1.0331603187390226
1785956089676,0.0302734375,-0.00390625,1.03173828125,1.0321897213225062
1785956089686,0.02978515625,-0.00390625,1.02685546875,1.0272947814642501
1785956089696,0.0302734375,-0.00439453125,1.0302734375,1.0307274852942654
1785956089707,0.02978515625,-0.00537109375,1.033203125,1.0336463136347336
1785956089717,0.02880859375,-0.005859375,1.03125,1.0316689536131458
1785956089726,0.029296875,-0.00390625,1.03076171875,1.0311853793156118
1785956089736,0.02734375,-0.001953125,1.03076171875,1.0311261883017917
1785956089746,0.0283203125,-0.005859375,1.03076171875,1.0311673449134928
1785956089756,0.03076171875,-0.00439453125,1.03076171875,1.0312300015446678
1785956089765,0.0302734375,-0.0048828125,1.03125,1.0317058133867312
1785956089775,0.02978515625,-0.00537109375,1.03173828125,1.0321820988457475
1785956089786,0.02978515625,-0.00341796875,1.03076171875,1.0311976332806758
1785956089796,0.03076171875,-0.005859375,1.03076171875,1.0312372842640527
1785956089806,0.02783203125,-0.00537109375,1.03076171875,1.0311513911410033
1785956089815,0.0283203125,-0.00439453125,1.03271484375,1.0331124336230746
1785956089825,0.02978515625,-0.00390625,1.0322265625,1.0326635902618364
1785956089836,0.02978515625,-0.00390625,1.02978515625,1.0302232196736474
1785956089846,0.02783203125,-0.0048828125,1.02978515625,1.0301727679638246
1785956089855,0.02880859375,-0.0048828125,1.03076171875,1.0311757841281073
1785956089865,0.02783203125,-0.00341796875,1.0322265625,1.0326073701094929
1785956089875,0.029296875,-0.00341796875,1.0322265625,1.0326478904862528
1785956089885,0.029296875,-0.00439453125,1.03173828125,1.0321635043859945
1785956089894,0.02783203125,-0.00341796875,1.0322265625,1.0326073701094929
1785956089904,0.029296875,-0.00439453125,1.03173828125,1.0321635043859945
1785956089915,0.0283203125,-0.0029296875,1.02978515625,1.0301786695528996
1785956089925,0.02880859375,-0.0029296875,1.02978515625,1.030192208364797
1785956089935,0.02978515625,-0.00537109375,1.03125,1.031694027646234
1785956089944,0.03076171875,-0.00537109375,1.03271484375,1.0331868565221454
1785956089954,0.03125,-0.00390625,1.0302734375,1.0307546639754432
1785956089964,0.0302734375,-0.00439453125,1.0302734375,1.0307274852942654
1785956089975,0.029296875,-0.00341796875,1.02978515625,1.030207482708206
1785956089983,0.029296875,-0.00439453125,1.03173828125,1.0321635043859945
1785956089994,0.03125,-0.00634765625,1.0302734375,1.0307668074098693
1785956090004,0.029296875,-0.0048828125,1.0322265625,1.032653777930068
1785956090014,0.02880859375,-0.00439453125,1.033203125,1.0336140210390556
1785956090024,0.02978515625,-0.00537109375,1.03125,1.031694027646234
1785956090033,0.0283203125,-0.00439453125,1.029296875,1.0296957846324177
1785956090044,0.02978515625,-0.00341796875,1.029296875,1.0297334096395914
1785956090054,0.029296875,-0.00390625,1.03125,1.0316734600511095
1785956090064,0.02978515625,-0.00244140625,1.02978515625,1.0302187068919644
1785956090073,0.03076171875,-0.00341796875,1.02978515625,1.0302501802395703
1785956090083,0.0302734375,-0.00341796875,1.02978515625,1.0302357165043732
1785956090093,0.03076171875,-0.0029296875,1.03125,1.0317128616574003
1785956090104,0.03173828125,-0.00390625,1.03271484375,1.0332098169236263
1785956090114,0.02978515625,-0.00341796875,1.0322265625,1.0326618586806522
1785956090123,0.029296875,-0.00341796875,1.03173828125,1.032159808552845
1785956090133,0.02880859375,-0.00244140625,1.03076171875,1.0311671137011615
1785956090143,0.02783203125,-0.005859375,1.02978515625,1.0301778595328714
1785956090153,0.02783203125,-0.005859375,1.03076171875,1.031154050120226
1785956090162,0.03076171875,-0.00390625,1.03125,1.031716096913059
1785956090172,0.02880859375,-0.00390625,1.03125,1.0316597095762319
1785956090183,0.0302734375,-0.005859375,1.03125,1.0317108973900861
1785956090193,0.029296875,-0.00439453125,1.03076171875,1.031187344583964
1785956090203,0.02783203125,-0.00439453125,1.02880859375,1.0291943725274932
1785956090212,0.03076171875,-0.0048828125,1.02978515625,1.0302560813852064
1785956090222,0.02978515625,-0.00537109375,1.03076171875,1.0312059566455978
1785956090232,0.029296875,-0.005859375,1.03076171875,1.03119462760461
1785956090243,0.02734375,-0.00439453125,1.03125,1.0316218081588668
1785956090252,0.02783203125,-0.0048828125,1.02880859375,1.0291965732527795
1785956090262,0.02783203125,-0.0048828125,1.0302734375,1.030660865580661
1785956090272,0.02685546875,-0.00439453125,1.03125,1.0316089814492162
1785956090282,0.02783203125,-0.00537109375,1.03271484375,1.033103779449654
1785956090293,0.03076171875,-0.00537109375,1.02978515625,1.0302585112588794
1785956090301,0.03076171875,-0.00341796875,1.02880859375,1.029274058948676
1785956090312,0.03125,-0.00439453125,1.02978515625,1.0302685778173302
1785956090322,0.0302734375,-0.005859375,1.03076171875,1.031222834373789
1785956090332,0.03271484375,-0.00390625,1.02978515625,1.0303120827319683
